public,user_public,type,subject,excerpt_or_original_text,response_created_at,featured,featured_at,response_language,image
true,true,photo_and_text,"How is the coronavirus pandemic affecting your life right now? Tell us about your experiences, feelings, and thoughts.","<strong> Went for my Covid testing for work today and took a pic of the testing tent. </strong> A woman with her two little girls was a head of me -- so cute but no masks and running around which kind of made me nervous. <strong> It was strange standing in the line for testing, felt so surreal. Have seen the testing tents on the news and in photos so often it was weird to actually be in a line for one of them. </strong> There were circles with the Husky symbol on the ground to keep people in line 6 ft apart but the line went pretty quick because we had to pre-register and basically just show our IDs to the check-in nurses through the plexiglass. The whole things was pretty straight forward – they called you up, verified you were in the system, had you go to a chair, turn it around and sit in it. After a while a nurse covered head to tow in a gown, gloves, disposable pants, mask, hair net and face shield comes up to you with long stick, says this is going deep in you nasal passages on both sides then plunges it in. It is a shock when she does it -- definitely hurts to suddenly have a stick shoved up your nose, and I joked with her that I was really awake now It gave me a mild headache afterwards but the whole thing was super quick so I wouldn't hesitate to have it done again. (...)",2020-08-24 21:26:22,true,2020-08-26 15:45:24.457917,en,PJP_1039_1_EN_week12_journal_1_ptext.jpg
true,true,photo_and_text,"Has the pandemic affected your ability to accomplish your life goals or plans in any way? If so, share some examples.","<strong> Just went to see this house in Coventry decorated for Christmas.</strong> The gentleman who owns the place lets people walk up his driveway to see the incredible display he sets up every year.<strong> People come from miles around,</strong> notified about it mostly via Facebook word of mouth.<strong> Its a crazy busy light display</strong> with different colored lights blinking and twinkling and circling everywhere you look.<strong> But it was joyous and it really lifted my spirits for awhile. This has been a hard holiday season.</strong> I see in the paper how businesses and families are struggling, and we can't get together like we normally would to celebrate the end of this awful year.<strong> I can't wait to get that vaccine so I can see my mother and father again in person.</strong>",2020-12-22 01:55:44,true,2020-12-25 14:05:12.617483,en,PJP_1039_1_EN_week29_journal_2_ptext.jpg
true,true,photo_and_text,"Talk about what brings you happiness these days.
","<strong>I'm usually an upbeat, happy person</strong> and feel lucky almost everyday to have a happy family, good friends, an interesting job, a nice house, a car that works, and to live where I do in the world. <strong>My optimism has certainly been tested since COVID began and like everyone else in the country, I've been experiencing a lot more downs than ups.</strong> I've tried to purposely spend time doing things that take my mind off all the crazy news and disordered state of our country and the world. One of these activities has been <strong>butterfly cocoon hatching.</strong>

I had visited Magic Wings Butterfly Sanctuary in Deerfield Mass back in February, before the virus arrived here, and found out they sell native butterfly and beneficial insect cocoons for you to hatch and release at home. I started ordering them online in April and have hatched almost 20 this summer -- different varieties of Swallowtails, Luna moths, and Polyphemus moths. <strong>The photo I've uploaded is of one of the Spicebush Swallowtails -- after her wings had unfolded and pumped up, she crawled onto my hand and sat there for about 5 minutes before flying away. </strong> I garden with native plants and flowers in order to attract and support wildlife, jokingly referring to it as my ""wildlife habitat"" rather than my garden, but I was thrilled when she flew directly across my yard and landed on the Spicebush I had planted which, as her name implies, is one of the plants on which they lay eggs. Its been incredibly joyful to come down some mornings to find that another has hatched and I will soon get to release them into my garden. Its one of my happy projects!

<strong>Of course not all of the cocoons are viable so that has been an important lesson too, that nature can be pretty cruel.</strong> About four of the moths and butterflies (out of the 20) seem unable to get out of their cocoons properly or their wings never fully open so they can't fly. I've read that for every viable cocoon there are several that aren't and will not hatch correctly -- Mother Nature's way of keeping down the butterfly and moth population I guess. I just wish she would apply the same logic to all the damn slugs who are munching on my garden plants every night! But <strong>my garden has been and remains one of my happy places</strong> and when it's not too hot I spend at least an hour or more after work each day in my garden -- watering, planting, weeding and deadheading. 
...",2020-07-27 18:43:44,true,2020-07-29 14:38:39.233603,en,PJP_1039_1_EN_week8_journal_2_ptext.jpg
true,true,photo_and_text,"How is the coronavirus pandemic affecting your life right now? Tell us about your experiences, feelings, and thoughts.","<strong>There is not one individual on the face of this planet who hasn't been affected by this pandemic. </strong> Our immediate reaction was to panic. It was to stock up on toilet paper. It was to go out for coffee and pretend like none of this was happening. We did this out of fear. We did this out of ignorance. Now, the world is coming to life as it realizes that it is truly homebound. This sparks a lot of negative feelings of despair. Therefore, I've been finding ways to channel hope. ... Taking pictures is essential in the 21st century. ... <strong>So, being the 18-year-old I am, I snapped some pictures. </strong>...

""Well,"" I thought, <strong>""If toilet paper is back and Dunkin' is open, maybe the world isn't ending."" </strong> And the truth is, it isn't. There have been pandemics before us and there will be plenty after this one. Humans are just going to have to adjust and make the best of it. Documenting these small, mundane images serves as hope for me. As I watch the dandelions grow beneath my feet in this ever-changing season, I realize that COVID-19 is not the end-all. I realize that, even in the face of hopelessness, there are small ways to channel faith. It all depends on your outlook.",2020-06-03 15:13:53,true,2020-06-30 16:06:16.269562,en,PJP_1042_1_EN_week1_journal_1_ptext.png
true,true,photo_and_text,Additional Material,"<strong>Let's talk about the environmental impact of COVID-19.</strong>

The masks. The paper masks. They need to go. <strong>I am so disgusted by the amount of paper masks being strewn about on the sidewalks, on local hiking trails, and in waterways. </strong>The flimsy film is not biodegradable and the straps are choking our sea creatures. Something needs to change or we're never going to recover from this pandemic. I saw this mask on the floor when I was taking a walk back from the dining hall. I was so upset. I couldn't even pick it up because I ran out of hand sanitizer. I'm going to invest in a trash picker at this point. I'm sick of it. <strong>I don't care if people call me gross or make fun of me for picking up litter. This is our planet, people; and we need to take better care of it.</strong>

<strong>The rubber gloves.</strong> First of all, as of right now, wearing gloves has been deemed ineffective for fitting off COVID-19. We need to ditch the rubber and just start washing our hands! On top of that, we need to stop discarding of rubber gloves. Here's a suggestion: if you're so concerned about wearing gloves, why not invest in reusable cloth ones? Although they are ineffective as of today, at least cloth ones won't pile up in a landfill (the same thing goes for masks).

<strong>I am outraged at the human race right now. Not only are we selfish, but we are sloppy, too.</strong> We must do better. I may go around campus this weekend and pick up garbage. I am so shaken by this behavior. I'm sure our planet is shaken, too.",2020-08-21 17:58:13,true,2020-08-22 21:46:50.317991,en,PJP_1042_1_EN_week11_journal_3_ptext.JPG
true,true,photo_and_text,"Some people are feeling intense feelings right now as a result of the pandemic. Is anything making you especially sad, angry, or hopeful right now? If so, what's on your mind?","""... <strong>My skin is not a crime.</strong> Recently, there's been numerous accounts of police brutality. George Floyd. Breonna Taylor.
Get your knee off my neck.
As an African American individual, I am so sick and tired of watching my people die. I am so disgusted by the behavior of white supremacists and uneducated law enforcement. Stop killing my people. ... Say their names. ... 
Honestly, it's bittersweet seeing non-bipoc (black indigenous people of color) finally rise to the podium. ... <strong>Why did it take this long for the non-bipoc population to speak up?</strong> All of a sudden, because we're homebound during a pandemic, white people suddenly have nothing better to do than make #BlackLivesMatter a trend. ... Of course, I appreciate the effort white people are making to help. I appreciate them rising up and educating themselves. ...
Do Better.
...
<strong>No justice, no peace.</strong>
...""",2020-06-12 13:31:42,true,2020-06-30 15:14:30.301219,en,PJP_1042_1_EN_week2_journal_2_ptext
true,true,photo_and_text,"How is the coronavirus pandemic affecting your life right now? Tell us about your experiences, feelings, and thoughts.","<strong>Big lesson this week: stuff is just stuff.</strong>

I was putting our kiddush cups away in the china cabinet when one flew out of my hand and smashed into the salt water dish that I had inherited from my Bubbe. Pre-pandemic me would have cried, found the glue, pieced it back together, prayed until Pesach that it would work, stressed over it not working, and cry some more.

Post-pandemic....ooops, nope, guess we're not there yet! Pandemic-me takes a picture, sends a text to my mother with an ""oh well"" and tosses it in the trash. It's just a thing. Yes, it gave me joy. It helped me connect with my past, my traditions, and my family. But in the greater scheme of things, when everything is so scary and there's just a fine line between life and death, I'm not going to waste my time worrying about the fine lines in my now cracked salt water dish.

No salt water, no tears. Just prayers that next year we can be together!",2020-09-03 21:37:12,true,2020-09-11 17:11:08.210212,en,PJP_1046_1_EN_week14_journal_1_ptext.jpg
true,true,photo_and_text,"How is the coronavirus pandemic affecting your life right now? Tell us about your experiences, feelings, and thoughts.","This is my cart from Costco. I spent over $500 buying things we don't need, things we won't use, things we shouldn't have, and a few items from my list that we actually DO need or want. It was hard to push! I definitely had buyer's remorse as I approached the check-out line (but was too intimidated to share or go put anything back). I was also stress-shopping as a family member (not in my home) was in the hospital so I was (and am) worried. Every time I go to the store I buy as much of everything as I am allowed, especially canned beans, toilet paper, paper towel, chicken, bread, and more. I hope this doesn't become a problem for us.",2020-06-30 21:17:59,true,2020-07-06 22:03:54.585671,en,PJP_1046_1_EN_week5_journal_1_ptext.jpg
true,true,photo_and_text,"How is the coronavirus pandemic affecting your life right now? Tell us about your experiences, feelings, and thoughts.","<strong>I escaped this week and it felt great.</strong> This picture is only about 30 minutes of relaxation while watching children, but still, to be out of the house, in nature, with family, it was amazing! <strong>I broke all the rules</strong> - hugs, snuggles with a baby who is passed from person to person and slobbers over everyone, going into houses, eating together, etc. <strong>Frankly, I don't care. Right now at least.</strong> I hope and pray that I am able to stay healthy and that all of my family is too. <strong>It was risky but necessary - my mother had emergency surgery and I needed to be there.</strong> Thank God, she is healing and fine. And I would do it again to be there for her. <strong>I had missed her so much.</strong> Going there felt great, and coming home again felt much better. I don't feel as trapped, as desperate. And when I do start to go stir crazy again, now I have this beautiful picture to remind me that there is still nature and family not too far away.",2020-07-12 00:44:01,true,2020-08-11 07:16:56.181352,en,PJP_1046_1_EN_week6_journal_1_ptext.jpg
true,true,photo_and_text,"¿De que manera el coronavirus le está afectando su vida en este momento? Cuéntenos sus experiencias, sensaciones/emociones, y pensamientos.","Durante los últimos días he tenido un vaivén de emociones, el sentimiento de necesitar salir a respirar aires de los parques o las zonas forestales se hacen cada vez más fuertes, pero con la crisis sanitaria y las personas de mi ciudad descuidándose aún no puedo disfrutar esto. 
Esta semana mis amigos y yo nos hemos empezado a comunicar por videollamadas, ¡Es más divertido de lo que pensé!, no es lo mismo que estar juntos, comiendo y conviviendo, pero la situación que pasamos ha hecho que algunas plataformas innoven más y nos hagan sentir conectados, hemos probado a ver películas juntos de manera simultanea y es bastante lindo, es increíble cómo podemos sentir unión estando tan separados.  
Sin embargo, personas cercanas a mí han comenzado a preocuparse por pequeños síntomas de enfermedad que tienen, no necesariamente de la que actualmente nos afecta, pero hasta un simple resfriado nos hace sugestionarnos mucho y pedir por su bienestar. Solo nos queda esperar y seguir cuidándonos, por mi parte, trataré de siempre encontrarle cosas positivas a esta situación, ¡No puedo esperar a ver los frutos de las cosechas que por la pandemia mi papá se animó a sembrar!, un pequeño huerto familiar ahora le da la paz mental a mi papá que necesitaba por no poder salir.

Ánimo, espero que todos se encuentren bien. ",2020-07-23 04:30:03,true,2020-07-29 14:37:45.209759,sp,PJP_1046_1_SP_week2_journal_1_ptext.jpg
true,true,photo_and_text,"How is the coronavirus pandemic affecting your life right now? Tell us about your experiences, feelings, and thoughts.",The pandemic has only given a larger platform to the right wing nuts and<strong> I can’t fathom Roe v. Wade being obliterated from our country</strong>. I’m disgusted with our country.,2022-05-17 21:54:55,true,2022-05-20 04:16:46.167434,en,PJP_1047_1_EN_week103_journal_1_ptext.jpeg
true,true,photo_and_text,"Has the pandemic disrupted your plans for the future in any major way? If so, talk about the most significant disruption(s).","Future? What future? My ""plan,"" which wasn't really a plan but simply living my life was to continue working 12 hours a week at a job I love. My ""plan"" was for my daughter to attend school in school without a deadly virus killing hundreds of thousands of people. My ""plan"" was for my husband to work at his office, not from home. My ""plan"" was to continue seeing my therapist four times per week, in her office, not via zoom as I have for the past 5 months. My ""plan"" was not for my anxiety to increase to a point where I have anxiety attacks and panic attacks with intense worry I will never see my therapist in person again.
The train tracks next to the ocean represents a danger too great for a human to have to navigate. Can you hear the train coming? Can you stand back and wait or do you go for it and jump across, closer to the sea? I'm at the point now where I am jumping over those tracks with all of my might, unsure how close I'll be to the ocean, unsure if there is more possible danger there. I will decide my future with whatever power I have. I will control MY PLAN, and fight like hell for my future, my life.",2020-08-11 21:57:15,true,2020-08-24 04:47:48.393964,en,PJP_1047_1_EN_week11_journal_2_ptext.jpg
true,true,photo_and_text,"How is the coronavirus pandemic affecting your life right now? Tell us about your experiences, feelings, and thoughts.","I have to get a steroid injection for my lower back this week. I fell over a year ago and that resulted in a bulging disc that is pinching a nerve. I was actually very lucky. Although I was scheduled to receive it in June, I was feeling well since I had not been working. I work in retail, therefore, I am on my feet for several hours per week which can exacerbate the pain. I knew that when I started taking two Aleve, twice per day, that it was time. <strong>I was instructed that I would need to have a COVID test</strong> 2 days before my injection, which I was glad to hear. It is a major hospital in CT, so no big surprise about the test and <strong>I was relieved to get it done.</strong> I was not and am not concerned that it will be positive, given how I and my family have followed guidelines.

I can be an anxious person but for some reason, leading up to the test and waiting in line did not make me feel anxious at all. <strong>Weirdly enough, while I sat in my car, listening to Green Day, I felt ""normal,"" while also noticing how surreal the actual experience was.</strong> The sign directing the line of cars, people in head-to-toe safety gear with clipboards, people waiting in their vehicles. After I checked in and pulled forward for the actual test, I felt comfortable and safe. I am aware of the many types of COVID tests available but did not know which would be used. I honestly didn't care.<strong> People complain about the ""massive Q-Tip"" that is shoved in your nose, touching your brain and I didn't quite understand the big deal, considering the alternative.</strong> I did have a massive Q-tip stuck up both of my nostrils and it was done. It was not a big deal and the man who did it was professional, friendly and had his system of conducting the test perfectly established. <strong>I drove away, seeing the long line of cars and felt as if this was a normal part of anyone's day, as if it is simply something that we do.</strong>

<strong>Hours later I was wondering if my radical acceptance of that experience was a positive, negative or something else. I decided it's a mixture: a blending of a lot of colors and temperatures</strong>...just like any life experience can be, just like any day can be.",2020-08-19 12:24:18,true,2020-08-21 05:23:23.536551,en,PJP_1047_1_EN_week12_journal_1_ptext.jpg
true,true,photo_and_text,We’re seeing wide variations in how different countries are handling the pandemic. What do you think about these differences?,"The biggest and most notable difference in how other countries are handling the pandemic is that <strong>a very large number of countries that are back on track with living life are led by women.</strong> I am not saying that only a woman is capable of doing all of the right things in fighting the pandemic, but it is an interesting statistic. All I can do at this point is pray for major changes in our government. A male and female can take over and undo what will be future pain and suffering as a result of the pandemic. They can SAVE lives which was never a concern of the current administration. It is these two people who actually care about other people, who emanates their concern for others in a speech or in an interview. There is nothing fake, it's part of who they are. It's heart and it's what we desperately need and have needed for the past 3 1/2 years.",2020-08-19 12:24:18,true,2020-08-24 04:12:50.037052,en,PJP_1047_1_EN_week12_journal_2_ptext.jpg
true,true,photo_and_text,"How is the coronavirus pandemic affecting your life right now? Tell us about your experiences, feelings, and thoughts.","<strong>My daughter began school yesterday...IN SCHOOL, 5 DAYS A WEEK.</strong> I was ecstatic because <strong>I was so comfortable with the entire safety plans and protocols.</strong> I was on the Mental Health Committee and seeing what the other committees produced was extremely impressive. Plans for in person and distance learning, for those families who are more comfortable keeping their children at home were planned and now are in motion. <strong>This is the pick-up line of cars at the end of the school day yesterday.</strong> My daughter will not be taking the bus this year due to safety concerns. I was antsy waiting to get to the entrance/exit but I got there and my daughter jumped into the car and simply said, ""SO MUCH FUN!!"" She told me she felt safe and complained how her hands were dry from washing them all of the time! <strong>I feel good. She feels good that she is back with her teachers, her friends and she is loving being in her ""outdoor"" classroom.</strong> This is a good start.",2020-09-01 20:18:02,true,2020-09-03 02:57:24.237066,en,PJP_1047_1_EN_week14_journal_1_ptext.jpg
true,true,photo_and_text,"How is the coronavirus pandemic affecting your life right now? Tell us about your experiences, feelings, and thoughts.","This past weekend, my husband, daughter and I met my brother, his boyfriend and our niece in Cold Spring, NY. It was a perfect day to walk around, picnic on the Hudson and just be together after too many months apart. As we sat, ate and laughed, I looked at the water and noticed these three posts. I felt like they represented myself, my husband and our daughter. Since the pandemic began and our lives changed in ways we could never imagine, we've kept our heads above water because we have been in it together. We each have our own space, but not too much to keep us separated at such a scary time. This photo makes me feel happy. This photo reminds me that life is about family and anyone you feel close to, that you're all in it together in one way or another.",2020-10-06 20:17:00,true,2020-10-06 21:28:34.949425,en,PJP_1047_1_EN_week19_journal_1_ptext.jpg
true,true,photo_and_text,"How is the coronavirus pandemic affecting your life right now? Tell us about your experiences, feelings, and thoughts.","I am still digesting Amanda Gorman's amazing words from the inauguration. This is my dream, for everyone and for myself. I'm not even close right now due to mental illness, but I pray one day I will be.",2021-01-26 21:17:39,true,2021-02-05 03:25:58.615729,en,PJP_1047_1_EN_week35_journal_1_ptext.jpg
true,true,photo_and_text,"How is the coronavirus pandemic affecting your life right now? Tell us about your experiences, feelings, and thoughts.","The week began with some panic and side effects from one of my medications but I am working hard with my therapist to see the good I have in my life. I still need to talk about the harder parts. Today, I have been a bit manic so this mandala picture I did on a drawing app makes me think of hope. Bright colors and a pretty set-up. I hope some brightness will help everyone.",2021-02-23 21:15:54,true,2021-02-24 00:59:16.466036,en,PJP_1047_1_EN_week39_journal_1_ptext.jpg
true,true,photo_and_text,"How is the coronavirus pandemic affecting your life right now? Tell us about your experiences, feelings, and thoughts.","<strong> I received my second vaccination shot last week</strong> and I am still so excited.<strong> All I see are beautiful colors, like in this mandala.</strong> I am working on being hopeful.",2021-04-20 20:19:45,true,2021-04-27 02:59:34.956728,en,PJP_1047_1_EN_week47_journal_1_ptext.jpeg
true,true,photo_and_text,"How is the coronavirus pandemic affecting your life right now? Tell us about your experiences, feelings, and thoughts.","<strong> This is an uprooted tree my daughter and I came upon on a hike this week.</strong> It was huge and we wondered what caused it. <strong> This is how the pandemic has affected me this week. I feel completely uprooted, off of my game</strong> in therapy, in marriage and motherhood.<strong> I would like to come back together</strong>, as I imagine this tree was quite something when it was in one piece.",2021-05-18 20:19:47,true,2021-05-19 01:58:49.592824,en,PJP_1047_1_EN_week51_journal_1_ptext.jpeg
true,true,photo_and_text,"How is the coronavirus pandemic affecting your life right now? Tell us about your experiences, feelings, and thoughts.","<strong> All I have thought about this past week are the changes that are occurring much to fast, in my opinion.</strong> No masks outside, no masks necessary inside...it makes no sense to me as<strong> we are nowhere near herd immunity as a country.</strong> Personally, my family will continue to wear masks in stores and when outside around a lot of people. That's just how we are going to handle it, especially since we have an 11 year old daughter who will not be able to get the vaccine for a number of months.

<strong> This is a picture from a hike I took with my daughter. The water looks like soap suds in some areas</strong> and I found it<strong> a perfect representation of what is still needed regarding COVID. We still need to clean up this pandemic mess</strong> and make smart decisions.",2021-05-25 20:16:19,true,2021-05-27 17:52:45.849005,en,PJP_1047_1_EN_week52_journal_1_ptext.jpeg
true,true,photo_and_text,"How is the coronavirus pandemic affecting your life right now? Tell us about your experiences, feelings, and thoughts.","<strong> This past weekend I was able to visit my brother and his boyfriend at their new place in NJ.</strong> They had been living in Manhattan and decided, after years of talking about it, to move. Their condo is amazing and the area where they live is fabulous.<strong> On Sunday, we went for a walk to Liberty Park. It was 90 degrees and I did not bring my water as I had no idea how far it would be.</strong> Seven miles until we got home!! We stopped and I chugged a gatorade. While the turning around part of the walk was painful, going was great.<strong> The breeze felt nice and it is always great to see the Statue of Liberty. The whole weekend felt rather normal.</strong> People out and about, some with masks, some without. I was just glad to see my family and visit while there was too much time when visiting was extremely dangerous. It was a good weekend and a calming one, well, with the exception of the death walk!",2021-06-15 20:15:27,true,2021-06-18 22:24:18.740798,en,PJP_1047_1_EN_week55_journal_1_ptext.jpeg
true,true,photo_and_text,"How is the coronavirus pandemic affecting your life right now? Tell us about your experiences, feelings, and thoughts.","The week was another year...
Each day feels longer than years and the news makes those years become wishes - wishes for this all to have passed. Vaccines available, people’s health an actual priority, politicians who know what our country needs, change occurring daily with thoughts and ideas shared between unlikely groups, safety felt when walking down the street, children in school, jobs filled and hope for every color on everyone’s doorstep.",2020-07-07 22:29:18,true,2020-07-07 23:19:45.362772,en,PJP_1047_1_EN_week6_journal_1_ptext.jpeg
true,true,photo_and_text,"How is the coronavirus pandemic affecting your life right now? Tell us about your experiences, feelings, and thoughts.","<strong> My daughter started school yesterday: 6th grade, middle school</strong>. Even though she is in the same school, there are many changes and she was so excited throughout the summer to begin middle school. I am equally excited, but, of course, I am her mom and it is bittersweet. She's growing up and has continued to do so during a crazy pandemic.

<strong> We have the same sneakers and I took this picture, at her request, just for fun</strong>. I was thinking though, what's it really like to walk in her shoes: age 11, 6th grade, middle school, family, friends, just life.<strong> I hope my shoes can fit like hers. I don't think they do yet...it's something I'll have to work on.</strong>",2021-08-31 22:18:01,true,2021-09-03 21:02:12.484219,en,PJP_1047_1_EN_week66_journal_1_ptext.jpeg
true,true,photo_and_text,"How is the coronavirus pandemic affecting your life right now? Tell us about your experiences, feelings, and thoughts.","It's <strong> fall in New England </strong> and it's my favorite time of year. <strong> My child (daughter--pronouns are they, their, them) received their first vaccine shot this past week and the sense of relief I feel is enormous. These beautiful leaves makes me think of them: a vibrant person inside and out. </strong> Since they received the vaccine, I have really been thinking about them, how fast it all goes and they are only 11 1/2. <strong> They were so excited to receive the shot and there was no fear in their eyes </strong>, as there usually is with the flu shot, for example. The smile afterward was so contagious. That night when we lit the Sabbath candles and said the blessings to welcome in the Sabbath, we added another prayer called the Shehechiyanu. It means, ""Blessed are you, God, who has given us life, sustained us and allowed us to arrive in this moment."" <strong> The blessing is usually said when we do something for the first time that year and this seemed a completely appropriate moment to recite it. </strong> My husband, myself and our child recited it together and one could feel the meaning for us and our relief.

But, I still have my 11 1/2 year old child who repeatedly says, <strong> ""My friends and I are one step closer to having a sleepover!"" </strong> Now there is my 11 1/2 year old child. Don't grow up too fast.",2021-11-16 21:17:52,true,2021-11-19 19:46:07.646298,en,PJP_1047_1_EN_week77_journal_1_ptext.jpeg
true,true,photo_and_text,"Has the pandemic affected your religious or spiritual observance in any way? If so, talk about it.","I started wearing my hamsa necklace again, hoping to keep the “evil eye” of my inner demons and external demons away. I know it’s, realistically, not powerful in that way but it’s comforting. Maybe that’s all I’m looking for: something to hope for and to feel comforted. Is that too much?",2020-07-21 20:31:52,true,2020-07-22 04:04:00.769849,en,PJP_1047_1_EN_week8_journal_2_ptext.jpeg
true,true,photo_and_text,"How is the coronavirus pandemic affecting your life right now? Tell us about your experiences, feelings, and thoughts.",'nough said.,2021-12-14 21:46:59,true,2021-12-17 17:31:49.180491,en,PJP_1047_1_EN_week81_journal_1_ptext.jpeg
true,true,photo_and_text,"What's one obstacle you've faced in the past week? How did you handle it?
","Not exactly an obstacle but<strong> I needed a change. The purple hair isn’t a surprise for me as I love coloring my hair but I made a last minute decision to also get an undercut</strong>. Obviously, not everyone will see it unless my hair is up but I needed something different.<strong> My days are the same and run into one another. It was fun to make a quick decision that only I could make. I love it!</strong>",2022-02-15 21:22:32,true,2022-02-24 15:47:07.826176,en,PJP_1047_1_EN_week90_journal_2_ptext.jpeg
true,true,photo_and_text,"Some people have reported that their dreams have gotten more vivid, or that they’ve had an unusually strong sense of God, or felt the presence or heard the voice of departed loved ones—has anything like that happened to you? If it has, tell us about it. ","I have been feeling both lighter and darker during this Covid-19 time. Still grieving and feeling the void from my Mom's death on April 28, Not Covid thank God, I have at times found myself going back in time in Slow  motion, recalling good times with my family. A lot of childhood images. But sometimes I look ahead and that looks scary...sorta. Well, I will keep living mindfully! ",2020-08-07 20:49:10,true,2020-08-10 05:42:43.622704,en,PJP_1049_1_EN_week10_journal_2_ptext.png
true,true,photo_and_text,"How is the coronavirus pandemic affecting your life right now? Tell us about your experiences, feelings, and thoughts.","<strong>I just received my 2021 planner today. I'm looking forward to next year.</strong> A safe vaccine will be available, AND we can once again attend large gatherings be they conventions, festivals, weddings or funerals! Can exhale!!",2020-09-03 01:48:18,true,2020-09-11 17:13:17.953616,en,PJP_1049_1_EN_week14_journal_1_ptext.jpg
true,true,photo_and_text,Talk about some of the things that have changed most about the world since the pandemic began.,More people planted gardens and flowers this year. Time spent outside has been a solace for lots of folks! It's a wonderful activity. I am a Senior Master Gardener having taken the course through the Purdue Extension Course in the Horticulture Dept.,2020-10-02 23:18:54,true,2020-10-03 18:11:48.693121,en,PJP_1049_1_EN_week18_journal_2_ptext.png
true,true,photo_and_text,"Some people are feeling intense feelings right now as a result of the pandemic. Is anything making you especially sad, angry, or hopeful right now? If so, what's on your mind?",Here's my Happy  Color picture! It's painting online. Love it! A great  stress reducer. It's just fun too!!,2020-06-09 20:27:12,true,2020-06-25 13:13:56.144753,en,PJP_1049_1_EN_week2_journal_2_ptext.png
true,true,photo_and_text,"In your view, have recent events changed the way people around the world view your country? If so, can you give any examples?","I think most of the world is either amused or worried. We have lost the respect of much of western Europe, our time-honored allies. I pray for a Biden win on Nov. 3!!",2020-10-21 01:09:23,true,2020-10-21 03:45:39.316309,en,PJP_1049_1_EN_week21_journal_2_ptext.jpg
true,true,photo_and_text,"How is the coronavirus pandemic affecting your life right now? Tell us about your experiences, feelings, and thoughts.",Haha! This pic is indicative of the pack rat that I have become. I had to laugh at this tree 'o clothing!,2020-11-18 01:58:52,true,2020-11-18 07:28:40.748485,en,PJP_1049_1_EN_week25_journal_1_ptext.jpg
true,true,photo_and_text,"How is the coronavirus pandemic affecting your life right now? Tell us about your experiences, feelings, and thoughts.",It has been good to laugh this week!!l,2020-12-25 02:58:48,true,2020-12-29 15:54:49.479728,en,PJP_1049_1_EN_week30_journal_1_ptext.jpg
true,true,photo_and_text,"Let's talk about exercise. Has the pandemic affected whether or how you exercise? If so, how?",This is a<strong> multi acre park in my town. Great place to walk.</strong> Nice path around Lake Kiwanis of 1.2 miles. It has been a solace this year for me.,2020-12-30 03:37:43,true,2020-12-30 22:45:51.430602,en,PJP_1049_1_EN_week31_journal_2_ptext.jpg
true,true,photo_and_text,"How is the coronavirus pandemic affecting your life right now? Tell us about your experiences, feelings, and thoughts.","<strong>I slept quite badly this week. The siege on our nation's capital by Trump's army made me feel both ticked off AND scared. Where was the extra security?</strong> D.C. knew there were idiots planning some kind of protest, siege. I'm still concerned for Biden/Harris now with the inauguarion coming up on the 20th.",2021-01-10 00:33:58,true,2021-01-12 18:21:26.520368,en,PJP_1049_1_EN_week32_journal_1_ptext.jpg
true,true,photo_and_text,"How is the coronavirus pandemic affecting your life right now? Tell us about your experiences, feelings, and thoughts.",Six more weeks! Am I suprised? Lolol. No! At least we can turn the calendar over to February! I'm still hunkering indoors except for food curbside pickup and a medical appointment now and then. ,2021-02-03 04:18:30,true,2021-02-03 20:22:42.407889,en,PJP_1049_1_EN_week36_journal_1_ptext.jpg
true,true,photo_and_text,"Think about the last time you were in close proximity to any strangers -- maybe at work, at the grocery store, or on public transportation. Did that feel different than it did a year ago?","Ahaha...we made it through this snowy, icy week. Good to see folks outside today! Above 32°F today!! Sun is shining!! ",2021-02-19 21:13:20,true,2021-02-20 02:52:25.246961,en,PJP_1049_1_EN_week37_journal_2_ptext.jpg
true,true,photo_and_text,Talk about about something that has changed in your life in the last few months.,This Covid time has allowed me the time to decide the people I want to remain in my life and the ones I do not.,2021-02-26 21:25:01,true,2021-02-27 07:10:49.08381,en,PJP_1049_1_EN_week39_journal_2_ptext.jpg
true,true,photo_and_text,"How is the coronavirus pandemic affecting your life right now? Tell us about your experiences, feelings, and thoughts.",<strong> Easter Sunday. I spent a few hours with my brother and nephew and his wife. I'm the holiday nerd in the family. It's important to me to continue holiday traditions and make new ones too!!</strong> Then I reconnected with a dear friend and her son. First time since Covid hit last year. We hugged and cried.<strong> I'm looking forward to more of these reunions!!!</strong>,2021-04-07 14:10:13,true,2021-04-08 02:07:48.453002,en,PJP_1049_1_EN_week45_journal_1_ptext.jpg
true,true,photo_and_text,"How is the coronavirus pandemic affecting your life right now? Tell us about your experiences, feelings, and thoughts.","Glorious spring flowers make me forget about Covid for a while. It's still with us, but if we reach 70% vaccination rate, that should signal the end to the pandemic in the U.S.!!",2021-04-27 20:55:13,true,2021-05-02 05:21:11.253378,en,PJP_1049_1_EN_week48_journal_1_ptext.jpg
true,true,photo_and_text,"How is the coronavirus pandemic affecting your life right now? Tell us about your experiences, feelings, and thoughts.","Happy Autumn! I enjoy the cooler temps, sweaters and making hot soup and chili. I plan on going to a few smaller festivals, but avoiding large crowds!! ",2021-09-22 20:53:52,true,2021-09-28 14:41:45.509606,en,PJP_1049_1_EN_week69_journal_1_ptext.jpg
